2017-01-24 11:17:47,222 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/{configId}],methods=[DELETE]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigUpdateController.delete(long)
2017-01-24 11:17:47,223 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/copyProperties],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigUpdateController.copyProperties(com.baidu.disconf.web.service.config.form.NameCopyForm)
2017-01-24 11:17:47,223 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/deleteVersion],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigUpdateController.deleteVersion(com.baidu.disconf.web.service.config.form.ConfVersionForm)
2017-01-24 11:17:47,223 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/deleteApp],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigUpdateController.deleteApp(com.baidu.disconf.web.service.app.form.AppDeleteForm)
2017-01-24 11:17:47,224 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/item/{configId}],methods=[PUT]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigUpdateController.updateItem(long,java.lang.String)
2017-01-24 11:17:47,224 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/filetext/{configId}],methods=[PUT]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigUpdateController.updateFileWithText(long,java.lang.String)
2017-01-24 11:17:47,224 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/copyAllProperties],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigUpdateController.copyAllProperties(com.baidu.disconf.web.service.config.form.NameAllCopyForm)
2017-01-24 11:17:47,224 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/file/{configId}],methods=[POST]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigUpdateController.updateFile(long,org.springframework.web.multipart.MultipartFile)
2017-01-24 11:17:47,225 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/web/config/getLogsTop5],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.config.controller.ConfigUpdateController.getLogHistory()
2017-01-24 11:17:47,225 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/env/list],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.env.controller.EnvController.list()
2017-01-24 11:17:47,227 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/zoo/hosts],methods=[GET]}" onto public com.baidu.disconf.core.common.json.ValueVo com.baidu.disconf.web.web.zookeeper.controller.ZooController.getHosts()
2017-01-24 11:17:47,227 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/zoo/prefix],methods=[GET]}" onto public com.baidu.disconf.core.common.json.ValueVo com.baidu.disconf.web.web.zookeeper.controller.ZooController.getPrefixUrl()
2017-01-24 11:17:47,227 [main] INFO  annotation.RequestMappingHandlerMapping (AbstractHandlerMethodMapping.java:217)     - Mapped "{[/api/zoo/zkdeploy],methods=[GET]}" onto public com.baidu.dsp.common.vo.JsonObjectBase com.baidu.disconf.web.web.zookeeper.controller.ZooController.getZkDeployInfo(com.baidu.disconf.web.service.zookeeper.form.ZkDeployForm)
2017-01-24 11:17:47,275 [main] INFO  util.Version      ( Version.java:27)     - HV000001: Hibernate Validator 5.0.1.Final
2017-01-24 11:17:48,002 [main] INFO  annotation.RequestMappingHandlerAdapter (RequestMappingHandlerAdapter.java:517)     - Looking for @ControllerAdvice: org.springframework.context.support.ClassPathXmlApplicationContext@72f9ebcd: startup date [Tue Jan 24 11:17:44 CST 2017]; root of context hierarchy
2017-01-24 11:17:48,069 [main] INFO  annotation.RequestMappingHandlerAdapter (RequestMappingHandlerAdapter.java:517)     - Looking for @ControllerAdvice: org.springframework.context.support.ClassPathXmlApplicationContext@72f9ebcd: startup date [Tue Jan 24 11:17:44 CST 2017]; root of context hierarchy
2017-01-24 11:18:42,480 [main] INFO  ehcache.EhCacheManagerFactoryBean (EhCacheManagerFactoryBean.java:129)     - Initializing EhCache CacheManager
